tweet,class,sentiment
remember born iran behind obama obama empty suit,-1,negative
obama stop twitter voting romney,-1,negative
obama romney,1,positive
every situation obama usa along,-1,negative
pres obama needs look camera speak truth much better romney show,1,positive
obama romney would,0,neutral
election day fast vote obama love muslim brotherhood,1,positive
obama america,-1,negative
romney dem attack policy remind obama policy change hope,-1,negative
america see obama general motors save lot jobs governor romney said let bankrupt,1,positive
expect pump second obama term,-1,negative
thank obama law,1,positive
yes let focus whole president obama country one president bush,1,positive
obama come swinging wall street journal blog,1,positive
obama new lie funding embassy,-1,negative
would voting obama make years worse,-1,negative
obama shield deal,-1,negative
obama obama personal reasons vote hope win need get focused,1,positive
boo vote per president barack obama,1,positive
obama lose vision thing,-1,negative
top great recession voted obama debt failed foreign policies vote,-1,negative
employees lose obama reelected,-1,negative
saw something yesterday puts obama campaign million away billion campaign draw,0,neutral
made donation today support president obama,1,positive
still vote obama even wants send back great cont,-1,negative
talks like obama,0,neutral
obama,-1,negative
obama presidential debate comeback virginia,0,neutral
destructive president obama studies use,-1,negative
obama,-1,negative
obama response libya attacks compared george bush handling iraq huffington post,0,neutral
time possible obama victory,0,neutral
fall obama,-1,negative
anyone seen obama america interesting facts obama past,0,neutral
obama obama presidential debate comeback virginia williamsburg,1,positive
springsteen campaigning obama daily political daily campaigning obama,0,neutral
obama getting,0,neutral
obama poor debate action president via,-1,negative
obama administration stopped even trying jewish state american supporters israel,-1,negative
vote obama,1,positive
election obama leads social media war,1,positive
end day especially voting day one say get obama lose jobs,-1,negative
next four years see also murdoch nightmare israel obama wins,-1,negative
republicans obama libya attacks washington reuters republicans sunday kept heat,-1,negative
another ceo threatens fire employees obama wins,-1,negative
obama campaign says million individual donors alone,1,positive
knew obama born indonesia,0,neutral
obama foreign policy speech,0,neutral
family middle class might want vote obama,1,positive
great obama hope take today sports cheat,-1,negative
editorial obama best middle class via,1,positive
really care people think support obama sure nice guy politically done country,-1,negative
obama qaeda risk,0,neutral
vote obama,1,positive
barack obama running liar coward,-1,negative
obama second term killed benghazi,-1,negative
obama supporters first debate performance obama supporters first debate,0,neutral
lol breaking mitt romney says proves obama weakness border security,-1,negative
vote obama,1,positive
gingrich insists obama libya cover worse watergate,-1,negative
well said barack obama great math country jobs debt,-1,negative
obama new campaign libya usa today,0,neutral
wants give jobs work obama making work pay sit ass,-1,negative
obama fault big defense cuts gop instead raising debt taxes,-1,negative
worried obama election set voting voting votes black,-1,negative
obama america,0,neutral
fear fox mark says obama throw lot spears debate,0,neutral
vote obama,1,positive
obama investments companies ship jobs overseas,-1,negative
radio second term obama dangerous,-1,negative
obama hey barack obama,0,neutral
barack obama spending record recent president let facts get way fail,1,positive
budget obama support support johnson,-1,negative
obama better job philadelphia inquirer,1,positive
took obama years three times damage bush slap truth,-1,negative
question obama think foreign policy decisions part presidential,0,neutral
obama guns golf golf money,-1,negative
obama supports babies born alive failed one,-1,negative
media obama administration libya,-1,negative
happens obama loses,0,neutral
americans money due obama failed policies,-1,negative
bruce springsteen campaign obama ohio iowa chicago new york times blog bruce springsteen campaign obama,0,neutral
voting obama always knew best member,1,positive
speak rich say obama raised taxes wants rich pay fair amount taxes pay,1,positive
journal endorses obama endorsed democrat since obama best choice president,1,positive
another obama admin oops looking september jobs report update via,-1,negative
record blame obama presidency bad even jobs haha beat,-1,negative
want vote twice obama sure ahead,1,positive
president obama talks nicki minaj mariah carey fight,0,neutral
obama benghazi never asked security conservative byte trying first story,-1,negative
axelrod refuses say whether obama met security team heading vegas,-1,negative
charts get obama reelected,1,positive
clinton agree rice benghazi stand obama trying get video,-1,negative
